138368;349053;;Gatling Upgrade 2;Aggiornamento Gatling 2
95368;349071;;Geld;Soldi
93852;349076;;Gen. Damon;Gen. Damon
93856;349076;;Gen. Damon;Gen. Damon
93860;349076;;Gen. Damon;Gen. Damon
95292;349087;;Gen. Gregor;Gen. Gregor
95296;349087;;Gen. Gregor;Gen. Gregor
95300;349087;;Gen. Gregor;Gen. Gregor
95212;349099;;Gen. Jaeger;Gen. Jaeger
95216;349099;;Gen. Jaeger;Gen. Jaeger
95220;349099;;Gen. Jaeger;Gen. Jaeger
148728;349099;;Gen. Jaeger;Gen. Jaeger
149080;349099;;Gen. Jaeger;Gen. Jaeger
156824;349099;;Gen. Jaeger;Gen. Jaeger
93844;349111;;Georg;Georg
149812;349117;;Gerbil_MG_FRONT;Gerbil_MG_FRONT
150164;349117;;Gerbil_MG_FRONT;Gerbil_MG_FRONT
150516;349117;;Gerbil_MG_FRONT;Gerbil_MG_FRONT
150868;349117;;Gerbil_MG_FRONT;Gerbil_MG_FRONT
151220;349117;;Gerbil_MG_FRONT;Gerbil_MG_FRONT
151572;349117;;Gerbil_MG_FRONT;Gerbil_MG_FRONT
151924;349133;;Gerbil_Radiater_Rear;Gerbil_Radiater_Rear
152276;349133;;Gerbil_Radiater_Rear;Gerbil_Radiater_Rear
152628;349133;;Gerbil_Radiater_Rear;Gerbil_Radiater_Rear
106272;349154;;Gibson;Gibson
95364;349161;;Giorgios;Giorgios
98424;349170;;Gnutti;Gnutti
106264;349177;;Golden;D'oro
120820;349184;;Good Buddy;Buon amico
112932;349195;;Grass;Erba
115592;349201;;Greatly raises one ally's anti-tank attack power.;Aumenta notevolmente la potenza di attacco anticarro di un alleato.
106064;349251;;Greg;Greg
95288;349256;;Gregor;Gregorio
173872;349263;;Grenade Upgrade 1;Potenziamento granata 1
176176;349281;;Grenade Upgrade 2;Potenziamento granata 2
179760;349299;;Grenade Upgrade 3;Potenziamento granata 3
180016;349317;;Grenade Upgrade 4;Potenziamento granata 4
113508;349335;;Ground;Terra
131844;349342;;Gun Barrel Armor;Armatura della canna della pistola
131848;349342;;Gun Barrel Armor;Armatura della canna della pistola
84140;349359;;Gunther;Günther
89528;349359;;Gunther;Günther
90728;349359;;Gunther;Günther
92328;349359;;Gunther;Günther
92408;349359;;Gunther;Günther
92648;349359;;Gunther;Günther
92728;349359;;Gunther;Günther
92808;349359;;Gunther;Günther
100408;349359;;Gunther;Günther
101288;349359;;Gunther;Günther
166472;349367;;HAW1;HAW1
166888;349372;;HCannonMapOut1;HCannonMapOut1
170008;349387;;HIME;Lui
166056;349392;;HMGset1;Set di HMG1
118760;349400;;HP減少;HP-Store
119144;349400;;HP減少;HP-Store
106276;349409;;Halford;Amico
106280;349417;;Hamilton;Hamilton
96164;349426;;Hannes;Hannes
96172;349426;;Hannes;Hannes
96176;349426;;Hannes;Hannes
96184;349426;;Hannes;Hannes
94324;349433;;Hans;Hans
94332;349433;;Hans;Hans
94336;349433;;Hans;Hans
94340;349433;;Hans;Hans
94404;349433;;Hans;Hans
134916;349438;;Hard Steel Plate;Piastra in acciaio duro
134920;349438;;Hard Steel Plate;Piastra in acciaio duro
122980;349455;;Hard Worker;Lavoratore instancabile
134660;349467;;Hardened Plate;Piastra temprata
134664;349467;;Hardened Plate;Piastra temprata
131716;349482;;Hardened Ragnite;Ragnite indurita
131720;349482;;Hardened Ragnite;Ragnite indurita
106068;349499;;Harold;Aroldo
121064;349506;;Having Alicia around is a drag, causing a drop in//evasion.;Avere Alicia nei paraggi > una seccatura, e provoca un calo di attenzione/evasione.
121256;349566;;Having Largo around is a drag, causing a drop in//attack power.;Avere Largo nei paraggi > una seccatura, in quanto provoca un calo della potenza di attacco.
121160;349630;;Having Rosie around is a drag, causing a drop in//attack power.;Avere Rosie in giro > una seccatura, e provoca un calo della potenza di attacco.
120968;349694;;Having Welkin around is a drag, causing a drop in//firing accuracy.;Avere Welkin nei paraggi > una seccatura, e provoca un calo della precisione di tiro.
119528;349762;;Having allies nearby is a distraction that causes a drop//in evasion ability.;Avere degli alleati nelle vicinanze > una distrazione che causa una riduzione/incapacit= di evasione.
119480;349840;;Having allies nearby sparks a sense of responsibility//that leads to a natural boost in defensive ability.;Avere degli alleati nelle vicinanze stimola un senso di responsabilit= che porta a un naturale aumento delle capacit= difensive.
119768;349947;;Having allies of the same unit class nearby puts them at//ease, raising their natural evasion.;Avere alleati della stessa classe di unit= nelle vicinanze li mette a loro agio, aumentando la loro naturale capacit= di elusione.
119816;350042;;Having allies of the same unit class nearby puts them on//edge, lowering their evasion abilities.;Avere alleati della stessa classe di unit= nelle vicinanze li mette in difficolt=, riducendo le loro capacit= di evasione.
120728;350140;;Having brethren close by to protect stirs enhanced//defensive abilities.;Avere dei fratelli vicino a proteggersi stimola capacit= difensive migliorate.
119912;350213;;Having enemies nearby terrifies them, hindering//accuracy when firing.;Avere nemici nelle vicinanze li terrorizza, ostacolando la precisione quando sparano.
121592;350284;;Having full HP leaves them full of pep and ready to go,//including enhanced evasion abilities.;Avere tutti gli HP li rende pieni di energia e pronti a giocare, comprese le abilit= di evasione migliorate.
121640;350379;;Having full HP makes them get overconfident, leading to//a decrease in evasion.;Avere tutti gli HP li rende troppo sicuri di s<, il che porta a una diminuzione delle capacit= di elusione.
121880;350459;;Having less than half-full AP brings them an adrenalin//rush that leads to increased defense.;Avere meno della met= dei PA pieni fornisce loro una scarica di adrenalina che porta a una difesa migliore.
121928;350553;;Having less than half-full AP makes them feel totally//exhausted, leading to decreased defense.;Avere meno della met= dei PA li fa sentire completamente esausti, riducendo la loro difesa.
121688;350649;;Having less than half-full HP makes them inexplicably//happy, granting a boost in defense.;Avere meno della met= dei PV li rende inspiegabilmente felici, garantendo un potenziamento della difesa.
121736;350740;;Having less than half-full HP makes them throw away hope//for the future, meaning lessened defense.;Avere meno della met= dei PV fa si che perdano la speranza per il futuro, il che significa una difesa ridotta.
119576;350840;;Having men nearby makes them happy, leading to enhanced//accuracy when firing.;Avere degli uomini nelle vicinanze li rende felici, il che si traduce in una maggiore precisione quando sparano.
119624;350919;;Having men nearby triggers a constitutional loathing so//powerful it lowers accuracy.;Avere degli uomini nelle vicinanze scatena un odio costituzionale cosi potente da ridurre la precisione.
121304;351005;;Having no allies nearby lets them think clearly,//improving their evasive skills.;Non avere alleati nelle vicinanze consente loro di pensare lucidamente, migliorando le loro abilit= evasive.
122696;351087;;Having only a few allies nearby gives them a strange//sense of adventure that leads to improved accuracy.;Avere solo pochi alleati nelle vicinanze conferisce loro uno strano senso di avventura che si traduce in una maggiore precisione.
119672;351193;;Having women around makes them want to look good,//making them shoot with greater accuracy.;La presenza di donne li spinge a voler fare bella figura e a sparare con maggiore precisione.
119720;351285;;Having women nearby triggers a constitutional loathing//so powerful it lowers accuracy.;La presenza di donne nelle vicinanze scatena un odio costituzionale cosi forte da ridurre la precisione.
96248;351373;;Hawkins;La citt= di Hawkins
122932;351381;;Head-Lit Deer;Cervo illuminato
117220;351395;;Heal All;Guarisci tutto
115684;351404;;Healing Boost;Potenziamento della guarigione
117124;351418;;Healing Request;Richiesta di guarigione
168964;351434;;Heat Sink;Radiatore
169172;351434;;Heat Sink;Radiatore
166452;351444;;Heavy AT Cannon;Cannone AT pesante
166460;351444;;Heavy AT Cannon;Cannone AT pesante
166036;351460;;Heavy Gatling;Gatling pesante
166044;351460;;Heavy Gatling;Gatling pesante
155076;351474;;Heavy Tank;Carro armato pesante
156836;351474;;Heavy Tank;Carro armato pesante
156848;351474;;Heavy Tank;Carro armato pesante
158340;351474;;Heavy Tank;Carro armato pesante
158348;351474;;Heavy Tank;Carro armato pesante
159380;351474;;Heavy Tank;Carro armato pesante
159588;351474;;Heavy Tank;Carro armato pesante
159596;351474;;Heavy Tank;Carro armato pesante
162916;351474;;Heavy Tank;Carro armato pesante
162924;351474;;Heavy Tank;Carro armato pesante
169364;351474;;Heavy Tank;Carro armato pesante
130436;351485;;Heavy Tank Gun;Cannone da carro armato pesante
130440;351485;;Heavy Tank Gun;Cannone da carro armato pesante
155428;351485;;Heavy Tank Gun;Cannone da carro armato pesante
167700;351485;;Heavy Tank Gun;Cannone da carro armato pesante
167708;351485;;Heavy Tank Gun;Cannone da carro armato pesante
167908;351485;;Heavy Tank Gun;Cannone da carro armato pesante
167916;351485;;Heavy Tank Gun;Cannone da carro armato pesante
168116;351485;;Heavy Tank Gun;Cannone da carro armato pesante
168124;351485;;Heavy Tank Gun;Cannone da carro armato pesante
169572;351485;;Heavy Tank Gun;Cannone da carro armato pesante
169780;351485;;Heavy Tank Gun;Cannone da carro armato pesante
171656;351485;;Heavy Tank Gun;Cannone da carro armato pesante
171660;351485;;Heavy Tank Gun;Cannone da carro armato pesante
226096;351485;;Heavy Tank Gun;Cannone da carro armato pesante
226864;351485;;Heavy Tank Gun;Cannone da carro armato pesante
118664;351500;;Heavy pollen allergies mean a steady drain of HP when//standing near too much plant life.;Le gravi allergie ai pollini comportano un consumo costante di HP quando si sta in prossimit= di troppe piante.
98084;351590;;Hector;Ettore
98092;351590;;Hector;Ettore
98096;351590;;Hector;Ettore
98104;351590;;Hector;Ettore
98168;351597;;Heitinga;Heitinga
91684;351606;;Herbert;Erberto
91692;351606;;Herbert;Erberto
91696;351606;;Herbert;Erberto
91704;351606;;Herbert;Erberto
91364;351614;;Hermes;Ermete
91372;351614;;Hermes;Ermete
91376;351614;;Hermes;Ermete
121448;351621;;Hiding from view causes them to quickly get antsy,//causing a drop in defensive abilities.;Nascondersi alla vista li rende rapidamente irrequieti, con conseguente calo delle capacit= difensive.
119288;351712;;High places excite them, yielding a boost in their//attack power.;I luoghi elevati li eccitano, aumentando il loro potere di attacco.
119336;351778;;High places make them intensely uncomfortable, causing//a drop in their attack power.;I luoghi elevati li mettono a disagio, causando una diminuzione del loro potere di attacco.
138756;351864;;High-Temp Fuel;Carburante ad alta temperatura
138760;351864;;High-Temp Fuel;Carburante ad alta temperatura
260148;351864;;High-Temp Fuel;Carburante ad alta temperatura
91384;351879;;Hilmes;Colmi
126968;351886;;His insurmountable spirit is enough to call him back//from death, reviving him after his HP reaches zero.;Il suo spirito insormontabile > sufficiente a richiamarlo dalla morte, rianimandolo quando i suoi HP raggiungono lo zero.
98564;351992;;Homer;Omero
98572;351992;;Homer;Omero
98576;351992;;Homer;Omero
98584;351992;;Homer;Omero
96728;351998;;Howard;Howard
106072;352005;;Hughie;Ugo
122596;352012;;Humanitarian;Umanitario
224304;352025;;ISARA Smoke;Fumo ISARA
224308;352037;;ISARA Smoke 1;Fumo ISARA 1
106076;352051;;Ian;Io sono
123416;352055;;If able to successfully land an attack without being//noticed first, attack power and evasion both rise.;Se si riesce a sferrare un attacco senza essere notati prima, sia la potenza di attacco che la capacit= di evasione aumentano.
119860;352160;;Imp Hater;Odiatore di folletti
121444;352170;;Impatient;Impaziente
167076;352180;;Imperial Army;Esercito imperiale
167284;352180;;Imperial Army;Esercito imperiale
95684;352194;;Imperial Guard;Guardia Imperiale
95692;352194;;Imperial Guard;Guardia Imperiale
95696;352194;;Imperial Guard;Guardia Imperiale
95700;352194;;Imperial Guard;Guardia Imperiale
95764;352194;;Imperial Guard;Guardia Imperiale
95772;352194;;Imperial Guard;Guardia Imperiale
95776;352194;;Imperial Guard;Guardia Imperiale
95780;352194;;Imperial Guard;Guardia Imperiale
95444;352209;;Imperial Officer;Ufficiale imperiale
95452;352209;;Imperial Officer;Ufficiale imperiale
95456;352209;;Imperial Officer;Ufficiale imperiale
95460;352209;;Imperial Officer;Ufficiale imperiale
99140;352209;;Imperial Officer;Ufficiale imperiale
99540;352209;;Imperial Officer;Ufficiale imperiale
37364;352226;;Imperial Soldier;Soldato imperiale
37908;352226;;Imperial Soldier;Soldato imperiale
38452;352226;;Imperial Soldier;Soldato imperiale
39540;352226;;Imperial Soldier;Soldato imperiale
40084;352226;;Imperial Soldier;Soldato imperiale
40628;352226;;Imperial Soldier;Soldato imperiale
41172;352226;;Imperial Soldier;Soldato imperiale
41716;352226;;Imperial Soldier;Soldato imperiale
42260;352226;;Imperial Soldier;Soldato imperiale
42804;352226;;Imperial Soldier;Soldato imperiale
43348;352226;;Imperial Soldier;Soldato imperiale
43892;352226;;Imperial Soldier;Soldato imperiale
44436;352226;;Imperial Soldier;Soldato imperiale
44980;352226;;Imperial Soldier;Soldato imperiale
45524;352226;;Imperial Soldier;Soldato imperiale
46068;352226;;Imperial Soldier;Soldato imperiale
46612;352226;;Imperial Soldier;Soldato imperiale
47156;352226;;Imperial Soldier;Soldato imperiale
47700;352226;;Imperial Soldier;Soldato imperiale
48244;352226;;Imperial Soldier;Soldato imperiale
48788;352226;;Imperial Soldier;Soldato imperiale
49332;352226;;Imperial Soldier;Soldato imperiale
49876;352226;;Imperial Soldier;Soldato imperiale
50420;352226;;Imperial Soldier;Soldato imperiale
89940;352226;;Imperial Soldier;Soldato imperiale
90180;352226;;Imperial Soldier;Soldato imperiale
95524;352226;;Imperial Soldier;Soldato imperiale
95532;352226;;Imperial Soldier;Soldato imperiale
95536;352226;;Imperial Soldier;Soldato imperiale
95540;352226;;Imperial Soldier;Soldato imperiale
95604;352226;;Imperial Soldier;Soldato imperiale
95612;352226;;Imperial Soldier;Soldato imperiale
95616;352226;;Imperial Soldier;Soldato imperiale
95620;352226;;Imperial Soldier;Soldato imperiale
113460;352243;;Imperial Tank;Carro armato imperiale
130692;352257;;Improved Shrapnel;Schegge migliorate
130696;352257;;Improved Shrapnel;Schegge migliorate
137220;352257;;Improved Shrapnel;Schegge migliorate
137224;352257;;Improved Shrapnel;Schegge migliorate
217140;352257;;Improved Shrapnel;Schegge migliorate
219700;352257;;Improved Shrapnel;Schegge migliorate
219956;352257;;Improved Shrapnel;Schegge migliorate
130052;352275;;Increased Payload;Carico utile aumentato
130056;352275;;Increased Payload;Carico utile aumentato
136836;352275;;Increased Payload;Carico utile aumentato
136840;352275;;Increased Payload;Carico utile aumentato
216884;352275;;Increased Payload;Carico utile aumentato
219188;352275;;Increased Payload;Carico utile aumentato
219444;352275;;Increased Payload;Carico utile aumentato
115688;352293;;Increases the HP one ally can heal using Ragnaid (S).;Aumenta i PV che un alleato puo' curare usando Ragnaid (S).
116168;352347;;Increases the damage done by hand grenades for one ally.;Aumenta i danni inflitti dalle granate a mano a un alleato.
120004;352404;;Indecisive;Indeciso
112548;352415;;Indestructible;Indistruttibile
122552;352430;;Inflicting pain on others fills them with a sublime//sense of pleasure, upping anti-personnel attack power.;Infliggere dolore agli altri li riempie di un sublime senso di piacere, aumentando il potere di attacco anti-uomo.
96328;352538;;Inglebard;Inglebard
106284;352548;;Ingram;Ingram
119960;352555;;Innate combat instincts awaken when surrounded by//several enemies, granting enhanced accuracy.;Gli istinti innati di combattimento si risvegliano quando si > circondati da piu' nemici, garantendo una maggiore precisione.
106080;352651;;Innes;Innes
122692;352657;;Intimate Company;Compagnia Intima
120628;352674;;Into Macho Men;In Uomini Macho
125812;352689;;Invincible;Invincibile
171444;352700;;Invulnerable Gun;Pistola invulnerabile
171452;352700;;Invulnerable Gun;Pistola invulnerabile
92964;352717;;Irene;Irene
106288;352723;;Irvine;Irvine
90724;352730;;Isara;Isaara
90732;352730;;Isara;Isaara
90736;352730;;Isara;Isaara
90744;352730;;Isara;Isaara
92644;352730;;Isara;Isaara
92652;352730;;Isara;Isaara
92656;352730;;Isara;Isaara
92660;352730;;Isara;Isaara
92724;352730;;Isara;Isaara
92732;352730;;Isara;Isaara
92736;352730;;Isara;Isaara
92740;352730;;Isara;Isaara
92804;352730;;Isara;Isaara
92812;352730;;Isara;Isaara
92816;352730;;Isara;Isaara
92820;352730;;Isara;Isaara
101284;352730;;Isara;Isaara
101292;352730;;Isara;Isaara
106084;352736;;Jack;Jack
106292;352741;;Jackson;Jackson
95208;352749;;Jaeger;Cacciatore
90260;352756;;Jail Guard;Guardia carceraria
123124;352767;;Jam Jinxed;Jam sfortunato
91124;352778;;Jane;Jane
91132;352778;;Jane;Jane
91136;352778;;Jane;Jane
91144;352778;;Jane;Jane
97844;352783;;Jann;Jann
97852;352783;;Jann;Jann
97856;352783;;Jann;Jann
106296;352788;;Jenkins;Jenkins
106088;352796;;Jim;Jim
98408;352800;;Jung;Jung
97604;352805;;Juno;Jung
97612;352805;;Juno;Jung
97616;352805;;Juno;Jung
121016;352810;;Just knowing that Alicia is nearby gives confidence//and a boost in evasion.;Il solo fatto di sapere che Alicia > nelle vicinanze d= sicurezza e aiuta a schivare gli attacchi.
121208;352887;;Just knowing that Largo is nearby gives confidence//and a boost in attack power.;Il solo fatto di sapere che Largo > nelle vicinanze conferisce sicurezza e aumenta la potenza d'attacco.
121112;352968;;Just knowing that Rosie is nearby gives confidence//and a boost in attack power.;Il solo fatto di sapere che Rosie > nelle vicinanze conferisce sicurezza e aumenta la potenza d'attacco.
120920;353049;;Just knowing that Welkin is nearby gives confidence//and a boost in firing accuracy.;Il solo fatto di sapere che Welkin > nelle vicinanze d= sicurezza e aumenta la precisione di tiro.
124132;353134;;Kamikaze;Kamikaze
74348;353143;;Kanazar the Lion;Kanazar il leone
74352;353143;;Kanazar the Lion;Kanazar il leone
98484;353160;;Karl;Karl
98492;353160;;Karl;Karl
98496;353160;;Karl;Karl
99064;353165;;Kathleen;Kathleen
106300;353174;;Keegan;Keegan
106304;353181;;Keller;Keller
106096;353188;;Ken;Ken
96004;353192;;Kevin;Kevin
96012;353192;;Kevin;Kevin
96016;353192;;Kevin;Kevin
96024;353192;;Kevin;Kevin
91368;353198;;Kissinger;Kissinger
122740;353208;;Klutz;Klutz
98404;353214;;Knute;Knute
98412;353214;;Knute;Knute
98416;353214;;Knute;Knute
222004;353220;;Kr N-246;Corone N-246
274228;353229;;Kr N-520;Corone N-520
222260;353238;;Kr N33 Pg101;Kr N33 Pag.101
222516;353251;;KrM10 GmS 1;KrM10 GMS 1
236852;353263;;KrM10 GmS 10;KrM10 GMS 10
237108;353276;;KrM10 GmS 11;KrM10 GMS 11
237364;353289;;KrM10 GmS 12;KrM10 GMS 12
235316;353302;;KrM10 GmS 2;KrM10 GMS 2
235572;353314;;KrM10 GmS 3;KrM10 GMS 3
235828;353326;;KrM10 GmS 4;KrM10 GMS 4
222772;353338;;KrM10 GmS 5;KrM10 GMS 5
236084;353350;;KrM10 GmS 6;KrM10 GMS 6
236340;353362;;KrM10 GmS 7;KrM10 GmS 7
236596;353374;;KrM10 GmS 8;KrM10 GMS 8
220212;353386;;KrM10 Pg 1;KrM10 Pag. 1
233268;353397;;KrM10 Pg 10;KrM10 Pag. 10
233524;353409;;KrM10 Pg 11;KrM10 Pag. 11
233780;353421;;KrM10 Pg 12;KrM10 Pag. 12
231732;353433;;KrM10 Pg 2;KrM10 Pag. 2
231988;353444;;KrM10 Pg 3;KrM10 Pag. 3
232244;353455;;KrM10 Pg 4;KrM10 Pag. 4
220468;353466;;KrM10 Pg 5;KrM10 Pag. 5
232500;353477;;KrM10 Pg 6;KrM10 Pag. 6
232756;353488;;KrM10 Pg 7;KrM10 Pag. 7
233012;353499;;KrM10 Pg 8;KrM10 Pag. 8
223028;353510;;KrM15 GmS1;KrM15 GmS1
261684;353521;;KrM15 GmS10;KrM15 GmS10
261940;353533;;KrM15 GmS11;Modello KrM15 GmS11
262196;353545;;KrM15 GmS12;Modello KrM15 GmS12
237620;353557;;KrM15 GmS2;KrM15 GmS2
237876;353568;;KrM15 GmS3;KrM15 GmS3
234036;353579;;KrM15 Pg1;KrM15 Pag.1
262452;353589;;KrM15 Pg10;KrM15 Pag.10
262708;353600;;KrM15 Pg11;KrM15 Pag.11
262964;353611;;KrM15 Pg12;KrM15 Pag.12
234292;353622;;KrM15 Pg2;KrM15 Pag.2
221492;353632;;KrM15 Pg20;KrM15 Pag.20
234548;353643;;KrM15 Pg3;KrM15 Pag.3
94084;353653;;Kreis;Kreis
94092;353653;;Kreis;Kreis
94096;353653;;Kreis;Kreis
94100;353653;;Kreis;Kreis
94164;353653;;Kreis;Kreis
94172;353653;;Kreis;Kreis
94176;353653;;Kreis;Kreis
94180;353653;;Kreis;Kreis
106028;353659;;Kurt;Curto
166264;353664;;LAW1;LEGGE1
106308;353669;;Lampard;Lampardo
178484;353677;;Lancaar M1;Lanciafiamme M1
252468;353688;;Lancaar M1R;Lanciafiamme M1R
197940;353700;;Lancaar M2;Lancia M2
198196;353711;;Lancaar M3;Lanciafiamme M3
252724;353722;;Lancaar M3R;Lanciafiamme M3R
198452;353734;;Lancaar M4;Lanciafiamme M4
200500;353745;;Lancaar-SH M1;Lancaster-SH M1
201012;353759;;Lancaar-SH M10;Lancaster-SH M10
201268;353774;;Lancaar-SH M11;Lancaster-SH M11
201524;353789;;Lancaar-SH M12;Lancaster-SH M12
200756;353804;;Lancaar-SH M2;Lancaster-SH M2
201780;353818;;Lancaar-SH M20;Lancaster-SH M20
231220;353833;;Lance Beam;Raggio di lancia
113604;353844;;Lance Fragment;Frammento di lancia
231476;353859;;Lance Gatling;Lancia Gatling
37352;353873;;Lancer;Lanciere
37356;353873;;Lancer;Lanciere
37360;353873;;Lancer;Lanciere
41160;353873;;Lancer;Lanciere
41164;353873;;Lancer;Lanciere
41168;353873;;Lancer;Lanciere
48232;353873;;Lancer;Lanciere
48236;353873;;Lancer;Lanciere
48240;353873;;Lancer;Lanciere
48776;353873;;Lancer;Lanciere
48780;353873;;Lancer;Lanciere
48784;353873;;Lancer;Lanciere
49320;353873;;Lancer;Lanciere
49324;353873;;Lancer;Lanciere
49328;353873;;Lancer;Lanciere
49864;353873;;Lancer;Lanciere
49868;353873;;Lancer;Lanciere
49872;353873;;Lancer;Lanciere
50408;353873;;Lancer;Lanciere
50412;353873;;Lancer;Lanciere
50416;353873;;Lancer;Lanciere
86320;353873;;Lancer;Lanciere
90004;353873;;Lancer;Lanciere
90012;353873;;Lancer;Lanciere
90484;353873;;Lancer;Lanciere
90492;353873;;Lancer;Lanciere
92004;353873;;Lancer;Lanciere
92012;353873;;Lancer;Lanciere
92016;353873;;Lancer;Lanciere
100732;353873;;Lancer;Lanciere
110520;353873;;Lancer;Lanciere
111128;353873;;Lancer;Lanciere
90016;353880;;Lancer Elite;Lanciatore Elite
90496;353880;;Lancer Elite;Lanciatore Elite
110524;353880;;Lancer Elite;Lanciatore Elite
111132;353880;;Lancer Elite;Lanciatore Elite
120292;353893;;Lancer Hater;Odiatore di Lancer
120244;353906;;Lancer Killer;Assassino di Lancer
106312;353920;;Lanchester;Lanchester
113076;353931;;Land Mine;Mina terrestre
267060;353931;;Land Mine;Mina terrestre
267316;353931;;Land Mine;Mina terrestre
267572;353931;;Land Mine;Mina terrestre
267828;353931;;Land Mine;Mina terrestre
268084;353931;;Land Mine;Mina terrestre
268340;353931;;Land Mine;Mina terrestre
123704;353941;;Land mines have a set chance of not exploding//when tripped.;Le mine terrestri hanno una probabilit= determinata di non esplodere quando vengono attivate.
124472;353941;;Land mines have a set chance of not exploding//when tripped.;Le mine terrestri hanno una probabilit= determinata di non esplodere quando vengono attivate.
90808;354002;;Landzaat;Landzaat
93048;354002;;Landzaat;Landzaat
93128;354002;;Landzaat;Landzaat
98488;354002;;Landzaat;Landzaat
112788;354011;;Large Tree;Grande albero
90884;354022;;Largo;Largo
90892;354022;;Largo;Largo
90896;354022;;Largo;Largo
90904;354022;;Largo;Largo
121252;354028;;Largo Hater;Odiatore di Largo
121204;354040;;Largo Lover;Amante del Largo
106100;354052;;Larry;Larry
133508;354058;;Leaf Spring;Molla a balestra
133512;354058;;Leaf Spring;Molla a balestra
139396;354058;;Leaf Spring;Molla a balestra
139400;354058;;Leaf Spring;Molla a balestra
169160;354070;;Left Heat Sink;Dissipatore di calore sinistro
169164;354070;;Left Heat Sink;Dissipatore di calore sinistro
97464;354085;;Lemmy;Lemmy
94484;354091;;Leon;Leone
94492;354091;;Leon;Leone
94496;354091;;Leon;Leone
94500;354091;;Leon;Leone
97208;354096;;Leonard;Leonardo
106104;354104;;Leroy;Leroy
113412;354110;;Lift Entrance;Ingresso ascensore
159796;354124;;Light Tank;Carro armato leggero
159804;354124;;Light Tank;Carro armato leggero
160004;354124;;Light Tank;Carro armato leggero
160012;354124;;Light Tank;Carro armato leggero
160212;354124;;Light Tank;Carro armato leggero
160220;354124;;Light Tank;Carro armato leggero
160420;354124;;Light Tank;Carro armato leggero
160428;354124;;Light Tank;Carro armato leggero
160628;354124;;Light Tank;Carro armato leggero
160636;354124;;Light Tank;Carro armato leggero
160836;354124;;Light Tank;Carro armato leggero
160844;354124;;Light Tank;Carro armato leggero
161044;354124;;Light Tank;Carro armato leggero
161052;354124;;Light Tank;Carro armato leggero
161252;354124;;Light Tank;Carro armato leggero
161260;354124;;Light Tank;Carro armato leggero
138244;354135;;Link Belt;Cintura di collegamento
138248;354135;;Link Belt;Cintura di collegamento
227380;354135;;Link Belt;Cintura di collegamento
97448;354145;;Linton;Linton
93288;354152;;Lipponen;Lipponen
93608;354152;;Lipponen;Lipponen
119524;354161;;Lone Wolf;Lupo solitario
121352;354171;;Loneliness soon sets in when no allies are nearby,//leading to decreased evasion ability.;La solitudine si fa sentire subito quando non ci sono alleati nelle vicinanze, riducendo cosi la capacit= di evasione.
121348;354261;;Lonely;Solitario
113220;354268;;Lookout Tower;Torre di avvistamento
126916;354282;;Loyal Teammate;Compagno di squadra fedele
77068;354297;;Lt. Nonnenkof;Tenente Nonnenkof
77072;354297;;Lt. Nonnenkof;Tenente Nonnenkof
122884;354311;;Lucky;Fortunato
158968;354317;;Lupus;Lupus
158972;354317;;Lupus;Lupus
156840;354323;;Lupus Armor;Armatura del Lupus
156844;354323;;Lupus Armor;Armatura del Lupus
171864;354323;;Lupus Armor;Armatura del Lupus
171868;354323;;Lupus Armor;Armatura del Lupus
159176;354335;;Lupus Regnum;Lupus regno
159180;354335;;Lupus Regnum;Lupus regno
96404;354348;;Lynn;Lince
96412;354348;;Lynn;Lince
96416;354348;;Lynn;Lince
188724;354353;;MAJ-X M1;M1 MAJ-X
189492;354362;;MAJ-X M10;M10 MAJ-X
189748;354372;;MAJ-X M11;M11 MAJ-X
190004;354382;;MAJ-X M12;M12 MAJ-X
188980;354392;;MAJ-X M2;M2 MAJ-X
190260;354401;;MAJ-X M20;M20 MAJ-X
189236;354411;;MAJ-X M3;M3 MAJ-X
165848;354420;;MGset1;MGset1
172712;354420;;MGset1;MGset1
172920;354420;;MGset1;MGset1
173128;354420;;MGset1;MGset1
168344;354427;;MP016;MP016
172504;354433;;MP017;MP017
168552;354439;;MP018;MP018
168760;354445;;MP019;MP019
168968;354451;;MP020;MP020
169176;354457;;MP021;MP021
171672;354463;;MP022;MP022
259380;354469;;MS pRf 1;MS pRF 1
255540;354478;;MSKvK 280;MSKvK 280
106316;354488;;MacDonnell;MacDonnell
130176;354499;;Machine Gun 1;Mitragliatrice 1
130432;354513;;Machine Gun 2;Mitragliatrice 2
136960;354527;;Machine Gun Boost;Potenziamento della mitragliatrice
186164;354545;;Mags M1;Caricatori M1
186932;354553;;Mags M10;Caricatori M10
247860;354562;;Mags M10R;Caricatori M10R
187188;354572;;Mags M11;Caricatori M11
187444;354581;;Mags M12;Caricatori M12
247348;354590;;Mags M1R;Caricatori M1R
176436;354599;;Mags M2;Caricatori M2
187700;354607;;Mags M20;Caricatori M20
248116;354616;;Mags M20R;Caricatori M20R
187956;354626;;Mags M21;Caricatori M21
188212;354635;;Mags M22;Caricatori M22
186420;354644;;Mags M3;Caricatori M3
188468;354652;;Mags M30;Caricatori M30
248372;354661;;Mags M30R;Caricatori M30R
247604;354671;;Mags M3R;Caricatori M3R
186676;354680;;Mags M4;Caricatori M4
265780;354680;;Mags M4;Caricatori M4
113268;354688;;Main Gate;Cancello principale
123172;354698;;Maintenance Lazy;Manutenzione pigra
